dglcalls141231
'8-TELEFONICA GUATEMALA', '7-CABLENET S.A.'     :     22, 9, 13, 24, 35, 112, 418, 1019, 2178, 2910, 3023, 3146, 3196, 2571, 2744, 2882, 2935, 2374, 1701, 1135, 799, 548, 214, 72
'8-TELEFONICA GUATEMALA', '35-OPERADOR NO DEFINIDO'     :     2, 0, 0, 0, 0, 4, 1, 8, 14, 15, 14, 17, 16, 15, 10, 26, 12, 17, 24, 26, 35, 24, 5, 3
'8-TELEFONICA GUATEMALA', '19-GUATEL'     :     1, 0, 0, 0, 0, 0, 3, 11, 20, 24, 26, 25, 43, 38, 39, 38, 49, 26, 30, 23, 15, 23, 14, 0
'8-TELEFONICA GUATEMALA', '13-CYBERNET'     :     4, 3, 1, 0, 0, 3, 6, 26, 44, 57, 76, 62, 75, 79, 72, 101, 89, 94, 124, 164, 145, 134, 76, 28
'8-TELEFONICA GUATEMALA', '30-TTELNORTE S.A.'     :     0, 0, 2, 1, 0, 0, 3, 3, 16, 24, 21, 20, 11, 10, 12, 5, 11, 9, 11, 5, 12, 3, 0, 1
'8-TELEFONICA GUATEMALA', '12-ATEL'     :     0, 0, 0, 1, 1, 1, 10, 22, 46, 81, 115, 103, 145, 78, 105, 84, 95, 58, 129, 97, 83, 43, 11, 2
'8-TELEFONICA GUATEMALA', '26-BNA S.A.'     :     0, 0, 0, 0, 0, 1, 0, 10, 7, 9, 13, 11, 9, 6, 12, 11, 10, 5, 4, 5, 5, 4, 2, 2
'8-TELEFONICA GUATEMALA', '22-UNITEL S.A.'     :     0, 0, 0, 0, 0, 0, 1, 0, 7, 4, 6, 11, 6, 3, 4, 9, 9, 9, 10, 10, 8, 8, 1, 12
'8-TELEFONICA GUATEMALA', '33-OPTEL'     :     0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 3, 3, 2, 4, 2, 6, 7, 4, 3, 10, 1, 4, 1, 0
'8-TELEFONICA GUATEMALA', '34-TTISA'     :     0, 0, 0, 0, 0, 0, 0, 3, 2, 4, 5, 1, 0, 6, 3, 0, 2, 1, 4, 3, 6, 1, 0, 0
